,characters,digits,lowercase,uppercase,user,user_group
1039,,106.0,18.0,23.0,f1839_31,hsf_3
1040,,113.0,24.0,25.0,f1562_13,hsf_3
1041,,117.0,21.0,21.0,f1698_35,hsf_3
1042,,122.0,24.0,25.0,f1635_40,hsf_3
1043,,120.0,25.0,25.0,f1916_32,hsf_3
1044,,88.0,23.0,26.0,f1888_11,hsf_3
1045,,125.0,30.0,24.0,f1651_06,hsf_3
1046,,99.0,17.0,23.0,f1867_44,hsf_3
1047,,129.0,17.0,26.0,f1752_29,hsf_3
1048,,121.0,23.0,24.0,f1840_35,hsf_3
1049,,98.0,21.0,16.0,f1851_06,hsf_3
1050,,101.0,22.0,22.0,f1880_06,hsf_3
1051,,71.0,22.0,23.0,f1872_07,hsf_3
1052,,128.0,26.0,26.0,f1583_41,hsf_3
1053,,110.0,24.0,25.0,f2018_05,hsf_3
1054,,110.0,10.0,18.0,f1935_07,hsf_3
1055,,112.0,25.0,26.0,f1886_18,hsf_3
1056,,108.0,19.0,20.0,f1521_17,hsf_3
1057,,100.0,23.0,24.0,f1673_32,hsf_3
1058,,109.0,17.0,22.0,f1825_06,hsf_3
1059,,119.0,23.0,21.0,f2096_00,hsf_3
1060,,105.0,22.0,23.0,f1805_13,hsf_3
1061,,113.0,22.0,20.0,f1697_45,hsf_3
1062,,112.0,23.0,24.0,f1569_23,hsf_3
1063,,107.0,23.0,23.0,f1734_48,hsf_3
1064,,119.0,24.0,21.0,f1791_04,hsf_3
1065,,105.0,21.0,18.0,f1938_21,hsf_3
1066,,100.0,24.0,25.0,f1865_30,hsf_3
1067,,127.0,25.0,26.0,f2022_38,hsf_3
1068,,107.0,15.0,19.0,f1592_44,hsf_3
1069,,120.0,22.0,13.0,f1625_05,hsf_3
1070,,98.0,27.0,24.0,f1736_04,hsf_3
1071,,107.0,25.0,22.0,f2004_29,hsf_3
1072,,91.0,22.0,21.0,f1809_16,hsf_3
1073,,126.0,25.0,24.0,f1954_31,hsf_3
1074,,110.0,26.0,14.0,f1696_08,hsf_3
1075,,99.0,21.0,22.0,f1500_25,hsf_3
1076,,129.0,24.0,24.0,f1799_27,hsf_3
1077,,126.0,25.0,26.0,f1963_27,hsf_3
1078,,118.0,22.0,25.0,f2068_36,hsf_3
1079,,127.0,26.0,26.0,f2052_11,hsf_3
1080,,125.0,24.0,26.0,f1951_19,hsf_3
1081,,128.0,20.0,24.0,f1732_28,hsf_3
1082,,115.0,23.0,22.0,f1994_21,hsf_3
1083,,108.0,22.0,23.0,f1948_41,hsf_3
1084,,98.0,25.0,23.0,f1641_09,hsf_3
1085,,79.0,24.0,26.0,f1915_00,hsf_3
1086,,90.0,16.0,13.0,f1772_12,hsf_3
1087,,110.0,26.0,24.0,f1718_29,hsf_3
1088,,107.0,,,f2040_47,hsf_3
1089,,81.0,20.0,20.0,f1835_27,hsf_3
1090,,130.0,24.0,26.0,f1941_44,hsf_3
1091,,85.0,10.0,24.0,f1866_14,hsf_3
1092,,106.0,,,f1919_17,hsf_3
1093,,122.0,23.0,24.0,f2091_28,hsf_3
1094,,114.0,25.0,25.0,f1785_07,hsf_3
1095,,123.0,22.0,23.0,f1547_06,hsf_3
1096,,98.0,9.0,,f2047_48,hsf_3
1097,,121.0,21.0,23.0,f1908_49,hsf_3
1098,190.0,123.0,26.0,25.0,f1024_46,hsf_2
1099,123.0,68.0,21.0,20.0,f1250_24,hsf_2
1100,189.0,114.0,23.0,21.0,f1400_25,hsf_2
1101,154.0,99.0,23.0,17.0,f1437_23,hsf_2
1102,105.0,76.0,15.0,17.0,f1396_07,hsf_2
1103,181.0,66.0,17.0,9.0,f1364_24,hsf_2
1104,182.0,125.0,17.0,26.0,f1412_36,hsf_2
1105,132.0,104.0,19.0,26.0,f1054_20,hsf_2
1106,185.0,124.0,25.0,26.0,f1225_06,hsf_2
1107,69.0,115.0,27.0,25.0,f1317_00,hsf_2
1108,210.0,103.0,25.0,25.0,f1442_28,hsf_2
1109,121.0,119.0,23.0,22.0,f1108_14,hsf_2
1110,157.0,105.0,,12.0,f1405_35,hsf_2
1111,186.0,113.0,25.0,21.0,f1205_25,hsf_2
1112,113.0,79.0,23.0,16.0,f1160_23,hsf_2
1113,87.0,105.0,25.0,24.0,f1401_36,hsf_2
1114,175.0,128.0,25.0,23.0,f1350_18,hsf_2
1115,122.0,61.0,16.0,23.0,f1045_35,hsf_2
1116,116.0,108.0,22.0,25.0,f1279_31,hsf_2
1117,172.0,96.0,22.0,21.0,f1171_06,hsf_2
1118,61.0,98.0,23.0,19.0,f1200_36,hsf_2
1119,123.0,129.0,25.0,24.0,f1314_29,hsf_2
1120,81.0,104.0,24.0,21.0,f1073_05,hsf_2
1121,79.0,83.0,17.0,25.0,f1026_41,hsf_2
1122,142.0,77.0,24.0,25.0,f1292_22,hsf_2
1123,75.0,123.0,24.0,23.0,f1274_24,hsf_2
1124,135.0,117.0,26.0,22.0,f1275_19,hsf_2
1125,46.0,122.0,25.0,25.0,f1426_27,hsf_2
1126,85.0,105.0,21.0,13.0,f1452_02,hsf_2
1127,215.0,126.0,21.0,25.0,f1247_15,hsf_2
1128,100.0,109.0,23.0,26.0,f1197_00,hsf_2
1129,91.0,108.0,24.0,23.0,f1454_12,hsf_2
1130,195.0,101.0,24.0,26.0,f1046_14,hsf_2
1131,175.0,128.0,23.0,26.0,f1450_34,hsf_2
1132,172.0,103.0,21.0,24.0,f1257_26,hsf_2
1133,118.0,112.0,20.0,24.0,f1022_17,hsf_2
1134,113.0,107.0,18.0,24.0,f1019_45,hsf_2
1135,198.0,118.0,25.0,23.0,f1031_37,hsf_2
1136,150.0,97.0,26.0,26.0,f1034_02,hsf_2
1137,167.0,100.0,24.0,24.0,f1168_30,hsf_2
1138,169.0,119.0,18.0,,f1078_11,hsf_2
1139,176.0,97.0,20.0,22.0,f1492_06,hsf_2
1140,225.0,118.0,24.0,19.0,f1472_37,hsf_2
1141,145.0,106.0,21.0,21.0,f1065_10,hsf_2
1142,151.0,107.0,21.0,21.0,f1030_04,hsf_2
1143,134.0,124.0,26.0,24.0,f1457_23,hsf_2
1144,83.0,96.0,20.0,22.0,f1459_30,hsf_2
1145,146.0,103.0,25.0,22.0,f1466_48,hsf_2
1146,21.0,83.0,16.0,24.0,f1018_07,hsf_2
1147,132.0,107.0,26.0,24.0,f1380_34,hsf_2
1148,192.0,106.0,23.0,26.0,f1341_45,hsf_2
1149,98.0,127.0,19.0,23.0,f1122_02,hsf_2
1150,55.0,92.0,18.0,17.0,f1085_29,hsf_2
1151,98.0,74.0,25.0,19.0,f1475_14,hsf_2
1152,41.0,101.0,18.0,22.0,f1309_08,hsf_2
1153,41.0,118.0,24.0,26.0,f1133_00,hsf_2
1154,171.0,114.0,24.0,24.0,f1231_36,hsf_2
1155,72.0,116.0,22.0,21.0,f1260_34,hsf_2
1156,110.0,108.0,20.0,25.0,f1264_37,hsf_2
1157,146.0,74.0,17.0,21.0,f1079_06,hsf_2
1158,144.0,115.0,26.0,23.0,f1223_27,hsf_2
1159,31.0,106.0,24.0,25.0,f1460_02,hsf_2
1160,84.0,87.0,25.0,23.0,f1337_29,hsf_2
1161,42.0,103.0,21.0,25.0,f1421_27,hsf_2
1162,175.0,112.0,26.0,26.0,f1196_16,hsf_2
1163,19.0,82.0,16.0,20.0,f1297_30,hsf_2
1164,146.0,112.0,23.0,17.0,f1249_33,hsf_2
1165,173.0,99.0,23.0,23.0,f1395_14,hsf_2
1166,112.0,95.0,22.0,26.0,f1147_19,hsf_2
1167,156.0,116.0,23.0,26.0,f1424_45,hsf_2
1168,119.0,103.0,25.0,26.0,f1156_23,hsf_2
1169,105.0,109.0,25.0,24.0,f1406_38,hsf_2
1170,171.0,124.0,24.0,21.0,f1007_22,hsf_2
1171,55.0,99.0,24.0,16.0,f1429_14,hsf_2
1172,134.0,118.0,22.0,21.0,f1409_25,hsf_2
1173,164.0,114.0,22.0,17.0,f1096_05,hsf_2
1174,99.0,120.0,26.0,25.0,f1310_44,hsf_2
1175,56.0,124.0,18.0,21.0,f1094_42,hsf_2
1176,206.0,117.0,24.0,26.0,f1143_43,hsf_2
1177,110.0,108.0,23.0,25.0,f1328_01,hsf_2
1178,78.0,117.0,23.0,25.0,f1098_11,hsf_2
1179,148.0,120.0,24.0,26.0,f1270_28,hsf_2
1180,220.0,123.0,25.0,18.0,f1241_00,hsf_2
1181,73.0,91.0,6.0,23.0,f1002_33,hsf_2
1182,177.0,101.0,25.0,25.0,f1071_37,hsf_2
1183,181.0,84.0,21.0,22.0,f1342_17,hsf_2
1184,153.0,100.0,24.0,22.0,f1172_25,hsf_2
1185,148.0,115.0,21.0,22.0,f1219_26,hsf_2
1186,147.0,107.0,20.0,21.0,f1222_04,hsf_2
1187,137.0,126.0,23.0,26.0,f1058_32,hsf_2
1188,45.0,69.0,21.0,24.0,f1388_41,hsf_2
1189,162.0,85.0,19.0,26.0,f1417_14,hsf_2
1190,134.0,127.0,22.0,23.0,f1127_01,hsf_2
1191,116.0,95.0,,26.0,f1407_18,hsf_2
1192,43.0,93.0,22.0,26.0,f1319_00,hsf_2
1193,113.0,96.0,21.0,18.0,f1373_33,hsf_2
1194,115.0,118.0,24.0,24.0,f1330_35,hsf_2
1195,132.0,120.0,24.0,24.0,f1203_10,hsf_2
1196,156.0,114.0,23.0,23.0,f1439_27,hsf_2
1197,222.0,93.0,26.0,20.0,f1088_00,hsf_2
1198,108.0,122.0,24.0,25.0,f1199_24,hsf_2
1199,173.0,123.0,26.0,26.0,f1116_09,hsf_2
1200,105.0,104.0,22.0,25.0,f1267_20,hsf_2
1201,140.0,112.0,25.0,24.0,f1253_43,hsf_2
1202,32.0,102.0,22.0,22.0,f1271_05,hsf_2
1203,137.0,97.0,23.0,23.0,f1446_25,hsf_2
1204,74.0,122.0,24.0,23.0,f1390_10,hsf_2
1205,136.0,122.0,25.0,24.0,f1453_47,hsf_2
1206,193.0,111.0,25.0,23.0,f1435_38,hsf_2
1207,128.0,96.0,25.0,25.0,f1213_10,hsf_2
1208,216.0,104.0,22.0,24.0,f1089_04,hsf_2
1209,64.0,105.0,20.0,20.0,f1081_19,hsf_2
1210,137.0,130.0,25.0,,f1057_34,hsf_2
1211,161.0,122.0,25.0,23.0,f1458_19,hsf_2
1212,129.0,104.0,22.0,25.0,f1339_22,hsf_2
1213,71.0,101.0,26.0,22.0,f1188_01,hsf_2
1214,67.0,68.0,15.0,18.0,f1056_11,hsf_2
1215,87.0,99.0,22.0,21.0,f1461_46,hsf_2
1216,231.0,118.0,26.0,24.0,f1277_02,hsf_2
1217,50.0,103.0,25.0,21.0,f1040_01,hsf_2
1218,191.0,113.0,23.0,17.0,f1044_04,hsf_2
1219,196.0,128.0,26.0,26.0,f1124_24,hsf_2
1220,82.0,69.0,17.0,14.0,f1288_23,hsf_2
1221,74.0,99.0,23.0,21.0,f1488_27,hsf_2
1222,136.0,90.0,18.0,22.0,f1356_29,hsf_2
1223,157.0,119.0,23.0,25.0,f1042_08,hsf_2
1224,3.0,106.0,23.0,24.0,f1036_49,hsf_2
1225,143.0,102.0,21.0,25.0,f1335_30,hsf_2
1226,141.0,120.0,23.0,25.0,f1214_39,hsf_2
1227,116.0,124.0,24.0,20.0,f1084_48,hsf_2
1228,160.0,112.0,21.0,26.0,f1366_49,hsf_2
1229,164.0,110.0,22.0,22.0,f1166_04,hsf_2
1230,166.0,119.0,26.0,25.0,f1323_11,hsf_2
1231,43.0,98.0,20.0,19.0,f1237_18,hsf_2
1232,39.0,122.0,20.0,23.0,f1479_40,hsf_2
1233,208.0,114.0,26.0,24.0,f1215_02,hsf_2
1234,155.0,97.0,21.0,19.0,f1052_05,hsf_2
1235,197.0,109.0,19.0,25.0,f1182_38,hsf_2
1236,171.0,128.0,26.0,24.0,f1338_02,hsf_2
1237,48.0,67.0,18.0,21.0,f1419_11,hsf_2
1238,65.0,120.0,26.0,25.0,f1012_30,hsf_2
1239,122.0,110.0,25.0,22.0,f1315_48,hsf_2
1240,173.0,106.0,23.0,17.0,f1060_13,hsf_2
1241,126.0,109.0,24.0,26.0,f1157_43,hsf_2
1242,182.0,111.0,24.0,26.0,f1485_22,hsf_2
1243,154.0,99.0,22.0,20.0,f1187_49,hsf_2
1244,78.0,112.0,23.0,19.0,f1101_38,hsf_2
1245,74.0,95.0,19.0,19.0,f1189_06,hsf_2
1246,80.0,94.0,19.0,22.0,f1072_34,hsf_2
1247,76.0,99.0,21.0,16.0,f1331_49,hsf_2
1248,134.0,112.0,22.0,25.0,f1177_42,hsf_2
1249,100.0,96.0,22.0,20.0,f1284_38,hsf_2
1250,151.0,115.0,21.0,22.0,f1240_01,hsf_2
1251,77.0,115.0,26.0,23.0,f1496_39,hsf_2
1252,61.0,76.0,23.0,19.0,f1165_30,hsf_2
1253,167.0,109.0,16.0,25.0,f1433_36,hsf_2
1254,213.0,106.0,24.0,22.0,f1014_23,hsf_2
1255,135.0,120.0,22.0,23.0,f1376_43,hsf_2
1256,158.0,123.0,21.0,22.0,f1198_41,hsf_2
1257,50.0,91.0,24.0,21.0,f1316_31,hsf_2
1258,154.0,122.0,26.0,22.0,f1449_22,hsf_2
1259,87.0,74.0,22.0,22.0,f1252_21,hsf_2
1260,63.0,112.0,26.0,11.0,f1320_38,hsf_2
1261,149.0,116.0,25.0,21.0,f1263_18,hsf_2
1262,71.0,130.0,26.0,22.0,f1321_40,hsf_2
1263,45.0,45.0,25.0,11.0,f1100_46,hsf_2
1264,150.0,103.0,23.0,21.0,f1493_36,hsf_2
1265,150.0,81.0,22.0,23.0,f1021_16,hsf_2
1266,213.0,121.0,26.0,11.0,f1425_23,hsf_2
1267,105.0,116.0,19.0,22.0,f1387_23,hsf_2
1268,41.0,45.0,10.0,18.0,f1005_12,hsf_2
1269,6.0,108.0,16.0,18.0,f1389_01,hsf_2
1270,63.0,115.0,19.0,17.0,f1136_31,hsf_2
1271,101.0,120.0,22.0,5.0,f1370_48,hsf_2
1272,154.0,111.0,25.0,23.0,f1028_20,hsf_2
1273,95.0,104.0,22.0,25.0,f1195_27,hsf_2
1274,137.0,123.0,21.0,25.0,f1093_13,hsf_2
1275,46.0,110.0,21.0,20.0,f1193_46,hsf_2
1276,130.0,92.0,25.0,18.0,f1469_25,hsf_2
1277,190.0,126.0,25.0,22.0,f1473_30,hsf_2
1278,73.0,123.0,24.0,26.0,f1178_03,hsf_2
1279,206.0,126.0,23.0,18.0,f1170_00,hsf_2
1280,84.0,102.0,24.0,22.0,f1138_27,hsf_2
1281,134.0,93.0,22.0,21.0,f1033_07,hsf_2
1282,117.0,71.0,26.0,24.0,f1023_49,hsf_2
1283,156.0,77.0,23.0,24.0,f1477_37,hsf_2
1284,109.0,109.0,23.0,23.0,f1283_24,hsf_2
1285,61.0,92.0,15.0,21.0,f1159_29,hsf_2
1286,91.0,118.0,23.0,26.0,f1487_45,hsf_2
1287,44.0,90.0,23.0,21.0,f1232_34,hsf_2
1288,136.0,87.0,23.0,22.0,f1465_32,hsf_2
1289,60.0,117.0,22.0,21.0,f1025_22,hsf_2
1290,214.0,93.0,26.0,23.0,f1420_00,hsf_2
1291,83.0,127.0,24.0,24.0,f1123_09,hsf_2
1292,197.0,93.0,21.0,15.0,f1357_25,hsf_2
1293,184.0,126.0,22.0,24.0,f1494_41,hsf_2
1294,88.0,125.0,25.0,23.0,f1336_30,hsf_2
1295,86.0,103.0,22.0,26.0,f1121_47,hsf_2
1296,145.0,125.0,25.0,24.0,f1062_28,hsf_2
1297,170.0,104.0,15.0,20.0,f1015_14,hsf_2
1298,161.0,130.0,22.0,26.0,f1444_03,hsf_2
1299,40.0,103.0,20.0,24.0,f1416_00,hsf_2
1300,126.0,96.0,24.0,24.0,f1359_45,hsf_2
1301,144.0,122.0,25.0,24.0,f1181_27,hsf_2
1302,23.0,109.0,13.0,17.0,f1105_31,hsf_2
1303,187.0,124.0,24.0,24.0,f1392_44,hsf_2
1304,142.0,76.0,23.0,22.0,f1009_29,hsf_2
1305,46.0,92.0,20.0,20.0,f1128_24,hsf_2
1306,17.0,71.0,7.0,,f1348_27,hsf_2
1307,168.0,102.0,22.0,21.0,f1287_40,hsf_2
1308,32.0,116.0,21.0,26.0,f1368_03,hsf_2
1309,130.0,115.0,25.0,16.0,f1362_31,hsf_2
1310,72.0,14.0,,17.0,f1432_44,hsf_2
1311,216.0,110.0,25.0,24.0,f1382_07,hsf_2
1312,142.0,98.0,14.0,24.0,f1303_05,hsf_2
1313,58.0,125.0,24.0,24.0,f1158_21,hsf_2
1314,149.0,118.0,25.0,26.0,f1246_39,hsf_2
1315,92.0,118.0,24.0,23.0,f1349_00,hsf_2
1316,135.0,109.0,26.0,24.0,f1375_23,hsf_2
1317,162.0,124.0,25.0,24.0,f1266_29,hsf_2
1318,25.0,107.0,15.0,16.0,f1179_01,hsf_2
1319,245.0,126.0,26.0,25.0,f1369_36,hsf_2
1320,210.0,123.0,23.0,26.0,f1204_09,hsf_2
1321,211.0,116.0,24.0,25.0,f1086_15,hsf_2
1322,96.0,118.0,26.0,23.0,f1119_27,hsf_2
1323,120.0,123.0,23.0,24.0,f1013_47,hsf_2
1324,129.0,129.0,25.0,25.0,f1272_09,hsf_2
1325,187.0,103.0,23.0,23.0,f1354_22,hsf_2
1326,190.0,118.0,24.0,26.0,f1001_28,hsf_2
1327,108.0,121.0,24.0,24.0,f1064_32,hsf_2
1328,180.0,119.0,22.0,22.0,f1125_41,hsf_2
1329,127.0,118.0,26.0,26.0,f1050_39,hsf_2
1330,159.0,121.0,24.0,22.0,f1118_23,hsf_2
1331,138.0,116.0,23.0,26.0,f1069_22,hsf_2
1332,133.0,118.0,24.0,26.0,f1462_01,hsf_2
1333,155.0,100.0,22.0,18.0,f1484_21,hsf_2
1334,70.0,71.0,15.0,13.0,f1299_42,hsf_2
1335,90.0,111.0,19.0,23.0,f1070_09,hsf_2
1336,104.0,95.0,19.0,23.0,f1142_44,hsf_2
1337,227.0,110.0,24.0,23.0,f1244_09,hsf_2
1338,158.0,125.0,17.0,26.0,f1004_07,hsf_2
1339,80.0,127.0,20.0,24.0,f1212_39,hsf_2
1340,157.0,126.0,24.0,24.0,f1226_13,hsf_2
1341,116.0,126.0,23.0,23.0,f1313_04,hsf_2
1342,125.0,125.0,22.0,26.0,f1311_39,hsf_2
1343,22.0,24.0,19.0,14.0,f1209_31,hsf_2
1344,136.0,86.0,22.0,22.0,f1414_16,hsf_2
1345,98.0,122.0,24.0,26.0,f1324_40,hsf_2
1346,167.0,109.0,26.0,26.0,f1480_24,hsf_2
1347,105.0,83.0,22.0,24.0,f1256_05,hsf_2
1348,124.0,107.0,26.0,26.0,f1471_42,hsf_2
1349,171.0,121.0,26.0,25.0,f1000_45,hsf_2
1350,31.0,73.0,12.0,20.0,f1269_14,hsf_2
1351,133.0,94.0,26.0,24.0,f1099_37,hsf_2
1352,145.0,118.0,23.0,23.0,f1206_36,hsf_2
1353,162.0,110.0,25.0,23.0,f1051_38,hsf_2
1354,115.0,112.0,23.0,23.0,f1490_31,hsf_2
1355,35.0,98.0,20.0,22.0,f1347_06,hsf_2
1356,94.0,127.0,24.0,23.0,f1268_12,hsf_2
1357,197.0,,23.0,25.0,f1107_44,hsf_2
1358,130.0,120.0,22.0,23.0,f1134_40,hsf_2
1359,16.0,67.0,18.0,15.0,f1476_39,hsf_2
1360,156.0,121.0,24.0,23.0,f1137_07,hsf_2
1361,135.0,110.0,22.0,22.0,f1352_27,hsf_2
1362,70.0,81.0,18.0,21.0,f1106_01,hsf_2
1363,164.0,46.0,21.0,16.0,f1145_39,hsf_2
1364,36.0,55.0,14.0,15.0,f1163_43,hsf_2
1365,118.0,,,,f1102_33,hsf_2
1366,20.0,112.0,20.0,17.0,f1346_08,hsf_2
1367,178.0,92.0,26.0,25.0,f1067_20,hsf_2
1368,196.0,111.0,19.0,20.0,f1394_16,hsf_2
1369,68.0,118.0,20.0,26.0,f1265_03,hsf_2
1370,30.0,106.0,21.0,22.0,f1041_18,hsf_2
1371,90.0,85.0,22.0,20.0,f1003_41,hsf_2
1372,153.0,116.0,23.0,22.0,f1273_29,hsf_2
1373,130.0,115.0,26.0,26.0,f1318_17,hsf_2
1374,73.0,103.0,24.0,22.0,f1367_00,hsf_2
1375,113.0,121.0,22.0,25.0,f1361_36,hsf_2
1376,147.0,103.0,26.0,24.0,f1032_06,hsf_2
1377,182.0,115.0,21.0,26.0,f1191_18,hsf_2
1378,88.0,86.0,20.0,22.0,f1467_22,hsf_2
1379,132.0,123.0,24.0,23.0,f1027_05,hsf_2
1380,6.0,69.0,14.0,10.0,f1280_21,hsf_2
1381,176.0,125.0,19.0,23.0,f1155_22,hsf_2
1382,121.0,108.0,21.0,26.0,f1186_07,hsf_2
1383,110.0,109.0,25.0,22.0,f1381_00,hsf_2
1384,199.0,119.0,22.0,24.0,f1008_28,hsf_2
1385,125.0,106.0,22.0,23.0,f1055_16,hsf_2
1386,196.0,128.0,25.0,26.0,f1063_36,hsf_2
1387,101.0,77.0,20.0,22.0,f1371_21,hsf_2
1388,101.0,121.0,23.0,23.0,f1403_42,hsf_2
1389,75.0,128.0,20.0,25.0,f1114_07,hsf_2
1390,140.0,123.0,22.0,23.0,f1415_37,hsf_2
1391,116.0,114.0,19.0,19.0,f1230_10,hsf_2
1392,207.0,122.0,23.0,24.0,f1393_25,hsf_2
1393,144.0,124.0,22.0,23.0,f1278_22,hsf_2
1394,97.0,76.0,16.0,22.0,f1161_00,hsf_2
1395,191.0,96.0,20.0,21.0,f1360_32,hsf_2
1396,211.0,122.0,25.0,20.0,f1211_04,hsf_2
1397,173.0,127.0,24.0,22.0,f1169_08,hsf_2
1398,103.0,77.0,17.0,16.0,f1306_03,hsf_2
1399,112.0,120.0,25.0,26.0,f1243_07,hsf_2
1400,88.0,111.0,26.0,24.0,f1194_03,hsf_2
1401,129.0,108.0,19.0,26.0,f1141_12,hsf_2
1402,103.0,106.0,22.0,20.0,f1144_47,hsf_2
1403,83.0,125.0,22.0,26.0,f1447_28,hsf_2
1404,39.0,84.0,22.0,22.0,f1092_01,hsf_2
1405,128.0,124.0,24.0,21.0,f1115_26,hsf_2
1406,119.0,99.0,25.0,23.0,f1220_42,hsf_2
1407,151.0,115.0,25.0,22.0,f1298_29,hsf_2
1408,77.0,62.0,18.0,14.0,f1146_05,hsf_2
1409,150.0,123.0,23.0,23.0,f1428_25,hsf_2
1410,93.0,90.0,21.0,23.0,f1296_02,hsf_2
1411,73.0,97.0,19.0,19.0,f1468_04,hsf_2
1412,23.0,71.0,21.0,22.0,f1140_23,hsf_2
1413,212.0,91.0,24.0,25.0,f1245_39,hsf_2
1414,11.0,70.0,9.0,8.0,f1016_36,hsf_2
1415,67.0,73.0,15.0,15.0,f1202_47,hsf_2
1416,170.0,129.0,26.0,26.0,f1481_35,hsf_2
1417,64.0,115.0,22.0,23.0,f1010_11,hsf_2
1418,125.0,95.0,25.0,22.0,f1190_46,hsf_2
1419,67.0,94.0,19.0,26.0,f1464_23,hsf_2
1420,189.0,120.0,24.0,24.0,f1132_19,hsf_2
1421,76.0,,,,f1110_03,hsf_2
1422,240.0,128.0,21.0,22.0,f1091_00,hsf_2
1423,196.0,126.0,23.0,24.0,f1111_02,hsf_2
1424,47.0,87.0,20.0,23.0,f1234_26,hsf_2
1425,160.0,125.0,24.0,25.0,f1422_18,hsf_2
1426,214.0,122.0,25.0,26.0,f1251_10,hsf_2
1427,142.0,82.0,23.0,23.0,f1408_02,hsf_2
1428,169.0,126.0,24.0,19.0,f1470_34,hsf_2
1429,163.0,99.0,23.0,22.0,f1020_31,hsf_2
1430,162.0,94.0,21.0,25.0,f1135_17,hsf_2
1431,133.0,122.0,18.0,18.0,f1305_42,hsf_2
1432,262.0,124.0,23.0,26.0,f1301_47,hsf_2
1433,180.0,102.0,23.0,21.0,f1385_36,hsf_2
1434,140.0,109.0,26.0,24.0,f1095_24,hsf_2
1435,141.0,117.0,25.0,,f1431_47,hsf_2
1436,196.0,119.0,25.0,26.0,f1047_26,hsf_2
1437,53.0,118.0,23.0,24.0,f1300_41,hsf_2
1438,110.0,103.0,24.0,23.0,f1290_49,hsf_2
1439,134.0,122.0,21.0,26.0,f1478_41,hsf_2
1440,148.0,127.0,22.0,24.0,f1038_35,hsf_2
1441,109.0,85.0,19.0,22.0,f1343_32,hsf_2
1442,234.0,117.0,26.0,23.0,f1120_05,hsf_2
1443,175.0,130.0,22.0,26.0,f1083_27,hsf_2
1444,212.0,130.0,26.0,26.0,f1391_35,hsf_2
1445,215.0,113.0,24.0,21.0,f1238_43,hsf_2
1446,213.0,82.0,20.0,15.0,f1208_33,hsf_2
1447,137.0,92.0,14.0,16.0,f1486_35,hsf_2
1448,56.0,101.0,24.0,25.0,f1192_26,hsf_2
1449,153.0,127.0,23.0,26.0,f1397_09,hsf_2
1450,148.0,122.0,25.0,23.0,f1216_32,hsf_2
1451,206.0,106.0,26.0,25.0,f1448_42,hsf_2
1452,119.0,125.0,24.0,25.0,f1053_00,hsf_2
1453,39.0,71.0,14.0,6.0,f1384_42,hsf_2
1454,149.0,110.0,23.0,18.0,f1175_48,hsf_2
1455,102.0,116.0,25.0,23.0,f1332_24,hsf_2
1456,113.0,118.0,19.0,25.0,f1151_39,hsf_2
1457,159.0,74.0,20.0,19.0,f1076_12,hsf_2
1458,156.0,121.0,20.0,19.0,f1326_12,hsf_2
1459,151.0,123.0,23.0,24.0,f1325_20,hsf_2
1460,161.0,112.0,23.0,22.0,f1109_36,hsf_2
1461,105.0,99.0,20.0,23.0,f1148_23,hsf_2
1462,63.0,55.0,21.0,20.0,f1037_16,hsf_2
1463,228.0,92.0,17.0,22.0,f1153_08,hsf_2
1464,66.0,85.0,23.0,12.0,f1307_25,hsf_2
1465,195.0,112.0,24.0,23.0,f1074_34,hsf_2
1466,224.0,125.0,21.0,25.0,f1233_46,hsf_2
1467,113.0,98.0,24.0,22.0,f1474_13,hsf_2
1468,84.0,117.0,24.0,25.0,f1210_47,hsf_2
1469,90.0,106.0,23.0,21.0,f1365_16,hsf_2
1470,48.0,97.0,21.0,22.0,f1103_38,hsf_2
1471,17.0,77.0,22.0,21.0,f1221_17,hsf_2
1472,105.0,118.0,24.0,23.0,f1262_42,hsf_2
1473,77.0,95.0,21.0,20.0,f1258_19,hsf_2
1474,130.0,128.0,20.0,25.0,f1126_06,hsf_2
1475,166.0,120.0,26.0,26.0,f1281_28,hsf_2
1476,124.0,108.0,22.0,26.0,f1430_10,hsf_2
1477,114.0,116.0,24.0,21.0,f1333_48,hsf_2
1478,174.0,125.0,25.0,23.0,f1445_31,hsf_2
1479,85.0,94.0,9.0,14.0,f1066_29,hsf_2
1480,204.0,101.0,26.0,24.0,f1255_13,hsf_2
1481,176.0,108.0,21.0,21.0,f1131_00,hsf_2
1482,136.0,118.0,17.0,25.0,f1097_20,hsf_2
1483,79.0,109.0,24.0,24.0,f1463_23,hsf_2
1484,185.0,113.0,20.0,24.0,f1413_14,hsf_2
1485,39.0,122.0,22.0,25.0,f1286_47,hsf_2
1486,123.0,95.0,9.0,,f1162_15,hsf_2
1487,66.0,119.0,18.0,24.0,f1061_01,hsf_2
1488,168.0,120.0,19.0,22.0,f1039_40,hsf_2
1489,95.0,107.0,24.0,24.0,f1049_26,hsf_2
1490,219.0,127.0,24.0,25.0,f1282_39,hsf_2
1491,125.0,119.0,25.0,19.0,f1130_48,hsf_2
1492,143.0,130.0,25.0,26.0,f1048_31,hsf_2
1493,95.0,122.0,24.0,24.0,f1239_18,hsf_2
1494,70.0,123.0,21.0,26.0,f1174_47,hsf_2
1495,125.0,110.0,21.0,26.0,f1378_08,hsf_2
1496,102.0,118.0,11.0,12.0,f1383_16,hsf_2
